✅ Human present (static or moving)
Time: 10s | Presence: 3 | Body Sign: 96
Time: 65s | Presence: 3 | Body Sign: 168
✅ Human present (static or moving)
Time: 67s | Presence: 3 | Body Sign: 60
✅ Human present (static or moving)
Time: 69s | Presence: 3 | Body Sign: 20
"🟡 Weak signal, possibly still human"
Time: 71s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 73s | Presence: 3 | Body Sign: 12
"🟡 Weak signal, possibly still human"
Time: 75s | Presence: 3 | Body Sign: 168
✅ Human present (static or moving)
Time: 77s | Presence: 3 | Body Sign: 96
✅ Human present (static or moving)
Time: 78s | Presence: 5 | Body Sign: 1
Time: 95s | Presence: 3 | Body Sign: 0
"🟡 Weak signal, possibly still human"
Time: 97s | Presence: 3 | Body Sign: 128
✅ Human present (static or moving)
Time: 99s | Presence: 3 | Body Sign: 176
✅ Human present (static or moving)
Time: 101s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 103s | Presence: 3 | Body Sign: 52
✅ Human present (static or moving)
Time: 105s | Presence: 3 | Body Sign: 248
✅ Human present (static or moving)
Time: 107s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 108s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 110s | Presence: 3 | Body Sign: 152
✅ Human present (static or moving)
Time: 112s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 114s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 116s | Presence: 3 | Body Sign: 224
✅ Human present (static or moving)
Time: 118s | Presence: 3 | Body Sign: 160
✅ Human present (static or moving)
Time: 120s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 122s | Presence: 3 | Body Sign: 232
✅ Human present (static or moving)
Time: 123s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 125s | Presence: 3 | Body Sign: 152
✅ Human present (static or moving)
Time: 127s | Presence: 3 | Body Sign: 192
✅ Human present (static or moving)
Time: 129s | Presence: 3 | Body Sign: 4
Time: 156s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 158s | Presence: 3 | Body Sign: 144
✅ Human present (static or moving)
Time: 160s | Presence: 3 | Body Sign: 24
✅ Human present (static or moving)
Time: 162s | Presence: 3 | Body Sign: 8
"🟡 Weak signal, possibly still human"
Time: 164s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 166s | Presence: 3 | Body Sign: 136
✅ Human present (static or moving)
Time: 168s | Presence: 3 | Body Sign: 200
✅ Human present (static or moving)
Time: 169s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 171s | Presence: 3 | Body Sign: 192
✅ Human present (static or moving)
Time: 173s | Presence: 3 | Body Sign: 128
✅ Human present (static or moving)
Time: 175s | Presence: 3 | Body Sign: 216
✅ Human present (static or moving)
Time: 177s | Presence: 3 | Body Sign: 168
✅ Human present (static or moving)
Time: 179s | Presence: 3 | Body Sign: 4
"🟡 Weak signal, possibly still human"
Time: 181s | Presence: 3 | Body Sign: 136
✅ Human present (static or moving)
Time: 183s | Presence: 3 | Body Sign: 200
✅ Human present (static or moving)
Time: 184s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 186s | Presence: 3 | Body Sign: 144
✅ Human present (static or moving)
Time: 188s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 190s | Presence: 3 | Body Sign: 240
✅ Human present (static or moving)
Time: 192s | Presence: 3 | Body Sign: 192
Time: 264s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 266s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 268s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 270s | Presence: 3 | Body Sign: 96
✅ Human present (static or moving)
Time: 272s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 274s | Presence: 3 | Body Sign: 128
✅ Human present (static or moving)
Time: 275s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 277s | Presence: 3 | Body Sign: 96
✅ Human present (static or moving)
Time: 279s | Presence: 3 | Body Sign: 144
✅ Human present (static or moving)
Time: 281s | Presence: 3 | Body Sign: 136
✅ Human present (static or moving)
Time: 283s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 285s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 287s | Presence: 3 | Body Sign: 136
✅ Human present (static or moving)
Time: 289s | Presence: 3 | Body Sign: 160
✅ Human present (static or moving)
Time: 290s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 292s | Presence: 3 | Body Sign: 144
✅ Human present (static or moving)
Time: 294s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 296s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 298s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 300s | Presence: 3 | Body Sign: 128
✅ Human present (static or moving)
Time: 302s | Presence: 3 | Body Sign: 136
✅ Human present (static or moving)
Time: 500s | Presence: 3 | Body Sign: 168
✅ Human present (static or moving)
Time: 501s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 503s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 505s | Presence: 3 | Body Sign: 96
✅ Human present (static or moving)
Time: 507s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 509s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 511s | Presence: 3 | Body Sign: 0
"🟡 Weak signal, possibly still human"
Time: 513s | Presence: 3 | Body Sign: 136
✅ Human present (static or moving)
Time: 515s | Presence: 3 | Body Sign: 128
✅ Human present (static or moving)
Time: 516s | Presence: 3 | Body Sign: 96
✅ Human present (static or moving)
Time: 518s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 520s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 522s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 524s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 526s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 528s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 530s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 531s | Presence: 3 | Body Sign: 128
✅ Human present (static or moving)
Time: 532s | Presence: 5 | Body Sign: 0
❌ No human detected
Time: 534s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 536s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
✅ Human present (static or moving)
Time: 803s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 804s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 806s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 808s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 810s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 812s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 814s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 816s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 818s | Presence: 3 | Body Sign: 0
"🟡 Weak signal, possibly still human"
Time: 819s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 821s | Presence: 3 | Body Sign: 224
✅ Human present (static or moving)
Time: 823s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 825s | Presence: 3 | Body Sign: 0
"🟡 Weak signal, possibly still human"
Time: 827s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 829s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 831s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 833s | Presence: 3 | Body Sign: 224
✅ Human present (static or moving)
Time: 834s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 836s | Presence: 3 | Body Sign: 0
"🟡 Weak signal, possibly still human"
Time: 838s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 840s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 843s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
✅ Human present (static or moving)
Time: 944s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 946s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 948s | Presence: 3 | Body Sign: 96
✅ Human present (static or moving)
Time: 950s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 952s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 954s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 955s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 958s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 960s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 962s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 964s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 966s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 968s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 970s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 971s | Presence: 5 | Body Sign: 1
❌ No human detected
Time: 973s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 975s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 977s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 979s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 1123s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 1125s | Presence: 3 | Body Sign: 152
✅ Human present (static or moving)
Time: 1127s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 1129s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 1131s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 1133s | Presence: 3 | Body Sign: 32
✅ Human present (static or moving)
Time: 1135s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 1136s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 1138s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 1140s | Presence: 3 | Body Sign: 136
✅ Human present (static or moving)
Time: 1142s | Presence: 3 | Body Sign: 48
✅ Human present (static or moving)
Time: 1144s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
Time: 1146s | Presence: 3 | Body Sign: 64
✅ Human present (static or moving)
Time: 1148s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 1150s | Presence: 3 | Body Sign: 144
✅ Human present (static or moving)
Time: 1151s | Presence: 3 | Body Sign: 112
✅ Human present (static or moving)
Time: 1153s | Presence: 3 | Body Sign: 16
"🟡 Weak signal, possibly still human"
Time: 1155s | Presence: 3 | Body Sign: 128
✅ Human present (static or moving)
Time: 1157s | Presence: 3 | Body Sign: 80
✅ Human present (static or moving)
